crop id,Province,District,id,deviceTimestamp,alt,direction,accuracy,notice,Interviewer's comments,Irrigated/Rainfed,Method of irrigation,Acres of Land Owned,Acres of Land Rented,Main Fertilizer,Number of main crops ,Crop,"Yield, maund",Area for yield,Area Unit,Crop harvesting method,Residue use: animal fodder  (%),Residue use: domestic burning (%),Residue use: sold to industry (%),Residue use: sold to biomass supplier (%),Residue use: fertilizer in the field (%),Residue use: left in field for burning (%),Unit price of Residue (Rs/ton),Residue sold to industry,Willingness to bale the biomass to be sold,Need for a private service provider for the bailing,"Agreement for a cooperative harvesting, baling and transporting arrangement",Need for a bargaining agent,Currently growing crop,Last crop,Second Last Crop,Location 1
1,Punjab,Mandi Bahauddin,22247,05/15/2015 10:13:18 AM,211.1,320,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,10,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,4500,None,No,No,No,No,Wheat,Rice,Wheat,"(32.5298716666667, 73.235153333333301)"
1,Punjab,Mandi Bahauddin,22246,05/15/2015 10:13:12 AM,215.5,119,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,6,0,Chemical,1,Wheat,32,1,acre,both,100%,0%,0%,0%,0%,0%,4500,None,No,No,No,No,Wheat,Rice,Wheat,"(32.533673333333297, 73.233098333333302)"
1,Punjab,Mandi Bahauddin,22245,05/15/2015 10:13:02 AM,215.2,97,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,13,0,Chemical,1,Wheat,30,1,acre,machinery,100%,0%,0%,0%,0%,0%,4500,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.533929999999998, 73.226708333333306)"
1,Punjab,Mandi Bahauddin,22244,05/15/2015 10:10:56 AM,210.7,173,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,40,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.526858333333301, 73.211081666666701)"
1,Punjab,Mandi Bahauddin,22243,05/15/2015 10:10:50 AM,211.5,334,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,14,0,Chemical,1,Wheat,34,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.498861666666699, 73.187358333333293)"
1,Punjab,Mandi Bahauddin,22241,05/15/2015 10:10:41 AM,208.6,62,1.8,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,9,0,Chemical,1,Wheat,30,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.487009999999998, 73.180578333333301)"
1,Punjab,Mandi Bahauddin,22239,05/15/2015 10:10:31 AM,216,266,2.5,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,26,0,Chemical,1,Wheat,25,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.487695000000002, 73.180583333333303)"
1,Punjab,Mandi Bahauddin,22238,05/15/2015 10:10:27 AM,216.7,104,2.4,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,16,0,Chemical,1,Wheat,27,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.487643333333303, 73.180601666666703)"
1,Punjab,Mandi Bahauddin,22236,05/15/2015 10:10:16 AM,211.3,238,2.5,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,45,0,Chemical,1,Wheat,25,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.507963333333301, 73.195261666666696)"
1,Punjab,Mandi Bahauddin,22235,05/15/2015 10:10:11 AM,211.2,335,3.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,23,0,Chemical,1,Wheat,25,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.507981666666701, 73.195261666666696)"
1,Punjab,Mandi Bahauddin,22234,05/15/2015 10:10:06 AM,209.2,265,2.6,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,25,0,Chemical,1,Wheat,22,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.507936666666701, 73.1952766666667)"
1,Punjab,Mandi Bahauddin,22233,05/15/2015 10:10:02 AM,216.9,302,2.8,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,26,0,Chemical,1,Wheat,38,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.507956666666701, 73.195224999999994)"
1,Punjab,Mandi Bahauddin,22232,05/15/2015 10:09:51 AM,212.2,347,2.3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,11,0,Chemical,1,Wheat,33,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.507933333333298, 73.195286666666703)"
1,Punjab,Mandi Bahauddin,22231,05/15/2015 10:09:39 AM,208.2,135,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,8,0,Chemical,1,Wheat,27,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.509553333333301, 73.196223333333293)"
1,Punjab,Mandi Bahauddin,22230,05/15/2015 10:09:33 AM,208.1,183,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,8,0,Chemical,1,Wheat,25,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.518853333333297, 73.208245000000005)"
1,Punjab,Mandi Bahauddin,22229,05/15/2015 10:09:19 AM,211.3,52,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,8,0,Chemical,1,Wheat,38,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.518835000000003, 73.208193333333298)"
1,Punjab,Mandi Bahauddin,22228,05/15/2015 10:09:14 AM,210.8,130,2.3,Maize sugarcane and wheat are main crops cultivated,cooperative,rainfed,No selected item,5,0,Chemical,1,Wheat,30,3,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.5208783333333, 73.216053333333306)"
1,Punjab,Mandi Bahauddin,22227,05/15/2015 10:09:06 AM,214.4,222,2.3,Maize sugarcane and wheat are main crops cultivated,cooperative,rainfed,No selected item,19,0,Chemical,1,Wheat,35,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.5230933333333, 73.217473333333302)"
1,Punjab,Mandi Bahauddin,22226,05/15/2015 10:08:58 AM,215.2,216,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,rainfed,No selected item,18,0,Chemical,1,Wheat,32,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.523186666666703, 73.217428333333302)"
1,Punjab,Mandi Bahauddin,22225,05/15/2015 10:08:49 AM,217,277,2.4,Maize sugarcane and wheat are main crops cultivated,cooperative,rainfed,No selected item,30,0,None,1,Wheat,25,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.543311666666703, 73.220383333333302)"
1,Punjab,Mandi Bahauddin,22190,05/15/2015 10:02:34 AM,218,178,2.6,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,26,0,Chemical,1,Wheat,22,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.388253333333303, 73.285724999999999)"
1,Punjab,Mandi Bahauddin,22179,05/15/2015 10:01:48 AM,216.2,202,2.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,8,0,Chemical,1,Wheat,27,1,acre,machinery,70%,20%,0%,0%,0%,10%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.404559999999996, 73.308398333333301)"
1,Punjab,Mandi Bahauddin,22175,05/15/2015 09:54:23 AM,209.1,158,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,6,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.516986666666703, 73.223003333333295)"
1,Punjab,Mandi Bahauddin,22173,05/15/2015 09:53:49 AM,207.7,104,2.3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,7,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.516933333333299, 73.222578333333303)"
1,Punjab,Mandi Bahauddin,22171,05/15/2015 09:53:06 AM,215.5,242,2.4,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,6,0,Chemical,1,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.517951666666697, 73.224298333333294)"
1,Punjab,Mandi Bahauddin,22169,05/15/2015 09:52:27 AM,211.5,77,2.5,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,5,0,Chemical,1,Wheat,35,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.524553333333301, 73.220288333333301)"
1,Punjab,Mandi Bahauddin,22168,05/15/2015 09:51:22 AM,210.2,256,2.3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,17,0,Chemical,1,Wheat,35,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.524245000000001, 73.216733333333295)"
1,Punjab,Mandi Bahauddin,22165,05/15/2015 09:50:39 AM,217.4,285,2.7,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,12,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.5290483333333, 73.217731666666694)"
1,Punjab,Mandi Bahauddin,22163,05/15/2015 09:49:36 AM,208.1,128,2.3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,17,0,Chemical,1,Wheat,35,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.547323333333303, 73.214758333333293)"
1,Punjab,Mandi Bahauddin,22161,05/15/2015 09:46:38 AM,207.5,106,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,20,0,Chemical,1,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.549198333333301, 73.214623333333293)"
1,Punjab,Mandi Bahauddin,22160,05/15/2015 09:44:44 AM,212.5,214,2.6,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,3,0,Chemical,1,Wheat,35,3,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.558979999999998, 73.273058333333296)"
1,Punjab,Mandi Bahauddin,22154,05/15/2015 09:43:27 AM,212.6,45,2.4,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,30,0,Chemical,1,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.556661666666699, 73.272805000000005)"
1,Punjab,Mandi Bahauddin,22151,05/15/2015 09:41:33 AM,213.9,318,2.5,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,35,0,Chemical,1,Wheat,30,1,acre,both,50%,0%,0%,50%,0%,0%,10000,Others,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.556296666666697, 73.264738333333298)"
1,Punjab,Mandi Bahauddin,22150,05/15/2015 09:40:37 AM,211.8,311,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,2,5,Chemical,1,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.554833333333299, 73.263486666666694)"
1,Punjab,Mandi Bahauddin,22149,05/15/2015 09:39:38 AM,215.9,250,2.4,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,30,0,Chemical,1,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.559865000000002, 73.263531666666694)"
1,Punjab,Mandi Bahauddin,22148,05/15/2015 09:37:35 AM,220.6,354,2.4,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,11,0,Chemical,1,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.561911666666703, 73.264960000000002)"
1,Punjab,Mandi Bahauddin,22114,05/15/2015 09:08:15 AM,209.1,224,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,50,0,Chemical,1,Wheat,35,1,acre,both,60%,40%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401539999999997, 73.329611666666693)"
1,Punjab,Mandi Bahauddin,22113,05/15/2015 09:07:45 AM,208.5,72,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,17,0,Chemical,1,Wheat,40,1,acre,machinery,80%,20%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401555000000002, 73.329383333333297)"
1,Punjab,Mandi Bahauddin,22112,05/15/2015 09:07:19 AM,208.3,19,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,15,0,Chemical,1,Wheat,38,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401560000000003, 73.32902)"
1,Punjab,Mandi Bahauddin,22111,05/15/2015 09:05:53 AM,209.3,10,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,15,0,Chemical,1,Wheat,35,1,acre,both,60%,40%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401544999999999, 73.328689999999995)"
1,Punjab,Mandi Bahauddin,22110,05/15/2015 09:04:35 AM,209,2,1.8,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,25,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401535000000003, 73.328473333333307)"
1,Punjab,Mandi Bahauddin,22109,05/15/2015 09:03:44 AM,211.7,11,1.6,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,17,0,Chemical,1,Wheat,37,1,acre,manual,60%,40%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401530000000001, 73.328316666666694)"
1,Punjab,Mandi Bahauddin,22108,05/15/2015 09:03:01 AM,212.6,24,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,30,0,Chemical,1,Wheat,30,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401519999999998, 73.3281116666667)"
1,Punjab,Mandi Bahauddin,22107,05/15/2015 09:02:51 AM,215.1,179,1.6,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,20,0,Chemical,1,Wheat,40,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.401479999999999, 73.327893333333293)"
1,Punjab,Mandi Bahauddin,22106,05/15/2015 09:01:41 AM,212.9,182,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,14,0,Chemical,1,Wheat,40,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401496666666702, 73.327576666666701)"
1,Punjab,Mandi Bahauddin,22105,05/15/2015 09:01:04 AM,217.8,62,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,50,0,Chemical,1,Wheat,30,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.401404999999997, 73.327006666666705)"
1,Punjab,Mandi Bahauddin,22104,05/15/2015 09:00:52 AM,219.9,76,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,40,0,Chemical,1,Wheat,30,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,No,Yes,Wheat,Rice,Wheat,"(32.400955000000003, 73.326859999999996)"
1,Punjab,Mandi Bahauddin,22103,05/15/2015 09:00:35 AM,219.6,90,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,22,0,Chemical,1,Wheat,36,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.400689999999997, 73.326613333333299)"
1,Punjab,Mandi Bahauddin,22102,05/15/2015 09:00:26 AM,218,5,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,20,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,No,Yes,No,Wheat,Rice,Wheat,"(32.401505, 73.326099999999997)"
1,Punjab,Mandi Bahauddin,22101,05/15/2015 08:59:56 AM,211.6,209,1.7,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,18,0,Chemical,1,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.402083333333302, 73.325410000000005)"
1,Punjab,Mandi Bahauddin,22100,05/15/2015 08:59:43 AM,212,71,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,18,0,Chemical,1,Wheat,30,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401789999999998, 73.325446666666707)"
1,Punjab,Mandi Bahauddin,22099,05/15/2015 08:59:31 AM,212.1,343,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,18,0,Chemical,1,Wheat,40,1,acre,both,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.400856666666698, 73.325508333333303)"
1,Punjab,Mandi Bahauddin,22098,05/15/2015 08:59:19 AM,214.9,8,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,16,0,Chemical,1,Wheat,35,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,No,Yes,Yes,No,Wheat,Rice,Wheat,"(32.400428333333302, 73.324668333333307)"
1,Punjab,Mandi Bahauddin,22097,05/15/2015 08:59:07 AM,215.6,75,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,15,0,Chemical,1,Wheat,35,1,acre,machinery,80%,20%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.4003716666667, 73.324741666666696)"
1,Punjab,Mandi Bahauddin,22096,05/15/2015 08:58:54 AM,212,112,1.9,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,16,0,Chemical,1,Wheat,35,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.400500000000001, 73.324761666666703)"
1,Punjab,Mandi Bahauddin,22095,05/15/2015 08:58:39 AM,216,207,2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,50,0,Chemical,1,Wheat,30,1,acre,machinery,80%,20%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.400818333333298, 73.324759999999998)"
1,Punjab,Mandi Bahauddin,22094,05/15/2015 08:58:27 AM,217.4,172,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,15,0,Chemical,1,Wheat,35,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.400919999999999, 73.324785000000006)"
1,Punjab,Mandi Bahauddin,22093,05/15/2015 08:58:04 AM,220.5,120,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,both,24,0,Chemical,1,Wheat,35,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(32.401485000000001, 73.324820000000003)"
1,Khyber Pakhtunkhwa,Mardan,20274,05/07/2015 02:45:02 PM,296.7,79,2.5,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,5,9,Chemical,2,Wheat,36,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,Yes,No,Wheat,Maize,Wheat,"(34.213828333333304, 72.080178333333293)"
2,Khyber Pakhtunkhwa,Mardan,20274,05/07/2015 02:45:02 PM,296.7,79,2.5,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,5,9,Chemical,,Maize,26,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,Yes,No,Wheat,Maize,Wheat,"(34.213828333333304, 72.080178333333293)"
1,Khyber Pakhtunkhwa,Mardan,20273,05/07/2015 02:44:58 PM,297.89999999999998,38,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,0.5,10,Chemical,3,Sugarcane,100,1,acre,manual,50%,50%,0%,0%,0%,0%,0,None,Yes,No,Yes,No,Wheat,Sugarcane,Wheat,"(34.2129166666667, 72.079923333333298)"
2,Khyber Pakhtunkhwa,Mardan,20273,05/07/2015 02:44:58 PM,297.89999999999998,38,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,0.5,10,Chemical,,Wheat,10,1,acre,manual,25%,0%,75%,0%,0%,0%,15000,None,Yes,No,Yes,No,Wheat,Sugarcane,Wheat,"(34.2129166666667, 72.079923333333298)"
3,Khyber Pakhtunkhwa,Mardan,20273,05/07/2015 02:44:58 PM,297.89999999999998,38,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,0.5,10,Chemical,,Maize,20,1,acre,manual,0%,0%,100%,0%,0%,0%,4000,None,Yes,No,Yes,No,Wheat,Sugarcane,Wheat,"(34.2129166666667, 72.079923333333298)"
1,Khyber Pakhtunkhwa,Mardan,20272,05/07/2015 02:44:53 PM,299.3,57,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,0,5,Chemical,2,Sugarcane,300,1,acre,manual,50%,50%,0%,0%,0%,0%,0,None,Yes,No,Yes,No,Wheat,Sugarcane,Wheat,"(34.215366666666696, 72.082021666666705)"
2,Khyber Pakhtunkhwa,Mardan,20272,05/07/2015 02:44:53 PM,299.3,57,2.1,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,0,5,Chemical,,Wheat,30,1,acre,manual,0%,0%,100%,0%,0%,0%,8000,None,Yes,No,Yes,No,Wheat,Sugarcane,Wheat,"(34.215366666666696, 72.082021666666705)"
1,Khyber Pakhtunkhwa,Mardan,20271,05/07/2015 02:44:47 PM,294,72,3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,0,5,Chemical,3,Maize,30,1,acre,manual,50%,50%,0%,0%,0%,0%,0,None,Yes,No,Yes,No,Wheat,Sugarcane,Maize,"(34.215269999999997, 72.082186666666701)"
2,Khyber Pakhtunkhwa,Mardan,20271,05/07/2015 02:44:47 PM,294,72,3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,0,5,Chemical,,Wheat,23,1,acre,manual,100%,0%,0%,0%,0%,0%,20000,None,Yes,No,Yes,No,Wheat,Sugarcane,Maize,"(34.215269999999997, 72.082186666666701)"
3,Khyber Pakhtunkhwa,Mardan,20271,05/07/2015 02:44:47 PM,294,72,3,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,0,5,Chemical,,Sugarcane,300,1,acre,manual,50%,25%,25%,0%,0%,0%,4000,None,Yes,No,Yes,No,Wheat,Sugarcane,Maize,"(34.215269999999997, 72.082186666666701)"
1,Khyber Pakhtunkhwa,Mardan,20248,05/07/2015 01:48:15 PM,312.5,3,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,canal water,0,4,Biofertilizers (animal waste/dung/crop waste),1,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,No,No,No,No,Wheat,Wheat,Wheat,"(34.216601666666698, 71.928421666666694)"
1,Khyber Pakhtunkhwa,Mardan,20245,05/07/2015 01:41:49 PM,300.39999999999998,317,2.2,Maize sugarcane and wheat are main crops cultivated,cooperative,irrigated,tube well,15,0,Chemical,1,Sugarcane,450,1,acre,manual,0%,0%,0%,0%,0%,100%,10000,None,Yes,Yes,Yes,Yes,Wheat,Sugarcane,Jawar/Chari (for seed),"(34.221586666666703, 72.084386666666703)"
1,Khyber Pakhtunkhwa,Mardan,20243,05/07/2015 01:33:39 PM,296.2,275,2,Maize sugarcane and wheat are main crops cultivated,NO COMMENTS,irrigated,tube well,24,0,Biofertilizers (animal waste/dung/crop waste),1,Wheat,24,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Wheat,Maize,Sugarcane,"(34.220201666666703, 72.080963333333301)"
1,Khyber Pakhtunkhwa,Mardan,20242,05/07/2015 01:33:34 PM,317.89999999999998,298,2.4,Maize sugarcane and wheat are main crops cultivated,NO COMMENTS,irrigated,canal water,30,0,Chemical,1,Maize,20,1,acre,manual,100%,0%,0%,0%,0%,0%,1200,None,No,Yes,Yes,Yes,Maize,Wheat,Maize,"(34.2095183333333, 71.923031666666702)"
1,Khyber Pakhtunkhwa,Mardan,20235,05/07/2015 01:18:52 PM,313.5,343,2.9,sugarcane wheat and again sugarcane are the main crops cultivated,cooperative,irrigated,canal water,0,4.5,Chemical,2,Sugarcane,200,1,acre,manual,90%,10%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Sugarcane,"(34.206204999999997, 71.923816666666696)"
2,Khyber Pakhtunkhwa,Mardan,20235,05/07/2015 01:18:52 PM,313.5,343,2.9,sugarcane wheat and again sugarcane are the main crops cultivated,cooperative,irrigated,canal water,0,4.5,Chemical,,Wheat,15,1,acre,manual,90%,10%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Sugarcane,"(34.206204999999997, 71.923816666666696)"
1,Khyber Pakhtunkhwa,Mardan,20229,05/07/2015 01:12:09 PM,318.10000000000002,232,2.2,sugarcane wheat and again sugarcane are the main crops cultivated,cooperative,irrigated,canal water,8,0,Chemical,2,Sugarcane,400,1,acre,manual,20%,0%,80%,0%,0%,0%,6000,None,No,No,No,Yes,Wheat,Sugarcane,Wheat,"(34.215081666666698, 71.930718333333303)"
2,Khyber Pakhtunkhwa,Mardan,20229,05/07/2015 01:12:09 PM,318.10000000000002,232,2.2,sugarcane wheat and again sugarcane are the main crops cultivated,cooperative,irrigated,canal water,8,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,No,No,No,Yes,Wheat,Sugarcane,Wheat,"(34.215081666666698, 71.930718333333303)"
